math_problem
5 divided by 47 equals 0.11
12 divided by 45 equals 0.27
21 times 9 equals 189
75 minus 27 equals 48
59 minus 77 equals -18
100 plus 38 equals 138
31 plus 94 equals 125
90 times 73 equals 6570
52 divided by 80 equals 0.65
47 plus 66 equals 113
85 divided by 48 equals 1.77
64 minus 64 equals 0
95 divided by 37 equals 2.57
23 minus 85 equals -62
98 times 60 equals 5880
56 times 88 equals 4928
34 plus 4 equals 38
94 plus 93 equals 187
1 plus 77 equals 78
57 plus 47 equals 104
54 plus 2 equals 56
81 minus 72 equals 9
80 plus 0 equals 80
49 divided by 11 equals 4.45
67 times 24 equals 1608
23 minus 37 equals -14
86 divided by 94 equals 0.91
100 minus 62 equals 38
36 times 52 equals 1872
51 plus 89 equals 140
85 divided by 50 equals 1.7
81 times 74 equals 5994
79 times 32 equals 2528
54 times 53 equals 2862
67 divided by 67 equals 1.0
77 divided by 38 equals 2.03
83 minus 96 equals -13
80 times 64 equals 5120
17 divided by 90 equals 0.19
36 plus 91 equals 127
31 times 62 equals 1922
72 divided by 39 equals 1.85
18 times 31 equals 558
89 plus 32 equals 121
36 divided by 61 equals 0.59
74 divided by 88 equals 0.84
35 divided by 64 equals 0.55
98 plus 67 equals 165
32 divided by 43 equals 0.74
29 times 16 equals 464
90 plus 39 equals 129
43 divided by 51 equals 0.84
74 plus 19 equals 93
17 divided by 2 equals 8.5
7 times 69 equals 483
88 minus 78 equals 10
78 plus 83 equals 161
30 divided by 12 equals 2.5
6 plus 88 equals 94
24 times 74 equals 1776
69 times 57 equals 3933
19 times 83 equals 1577
1 plus 71 equals 72
25 minus 30 equals -5
82 times 80 equals 6560
98 times 65 equals 6370
77 times 2 equals 154
77 minus 32 equals 45
33 times 4 equals 132
98 divided by 27 equals 3.63
9 minus 61 equals -52
96 divided by 66 equals 1.45
50 divided by 80 equals 0.62
39 minus 62 equals -23
36 minus 91 equals -55
82 divided by 98 equals 0.84
71 plus 84 equals 155
47 plus 42 equals 89
52 plus 55 equals 107
14 plus 95 equals 109
65 minus 7 equals 58
92 times 77 equals 7084
26 minus 16 equals 10
71 times 57 equals 4047
55 times 79 equals 4345
49 divided by 99 equals 0.49
87 plus 29 equals 116
64 plus 10 equals 74
36 divided by 82 equals 0.44
37 minus 53 equals -16
91 minus 90 equals 1
30 divided by 95 equals 0.32
86 plus 66 equals 152
29 plus 60 equals 89
6 times 87 equals 522
59 times 9 equals 531
100 divided by 54 equals 1.85
52 plus 11 equals 63
35 plus 85 equals 120
29 minus 37 equals -8
78 times 74 equals 5772
98 minus 18 equals 80
45 minus 89 equals -44
75 plus 39 equals 114
13 divided by 3 equals 4.33
28 minus 54 equals -26
32 times 92 equals 2944
81 minus 80 equals 1
93 plus 34 equals 127
83 times 97 equals 8051
3 plus 10 equals 13
46 plus 97 equals 143
83 times 26 equals 2158
25 minus 86 equals -61
51 plus 90 equals 141
50 plus 46 equals 96
28 times 12 equals 336
60 plus 29 equals 89
34 plus 62 equals 96
65 times 51 equals 3315
74 times 62 equals 4588
54 divided by 24 equals 2.25
82 divided by 55 equals 1.49
95 plus 27 equals 122
96 plus 88 equals 184
13 times 55 equals 715
27 minus 21 equals 6
37 minus 70 equals -33
46 divided by 27 equals 1.7
41 times 52 equals 2132
53 divided by 94 equals 0.56
11 times 51 equals 561
59 plus 64 equals 123
98 minus 52 equals 46
67 times 14 equals 938
55 divided by 36 equals 1.53
95 times 92 equals 8740
20 plus 65 equals 85
92 minus 41 equals 51
58 minus 17 equals 41
85 plus 20 equals 105
31 divided by 45 equals 0.69
69 plus 72 equals 141
23 plus 61 equals 84
87 minus 76 equals 11
59 divided by 6 equals 9.83
4 divided by 5 equals 0.8
20 plus 3 equals 23
62 divided by 22 equals 2.82
25 plus 52 equals 77
30 minus 5 equals 25
46 minus 76 equals -30
17 divided by 76 equals 0.22
42 minus 57 equals -15
59 plus 40 equals 99
23 minus 48 equals -25
37 minus 85 equals -48
30 times 25 equals 750
30 divided by 67 equals 0.45
23 plus 84 equals 107
54 plus 67 equals 121
86 minus 3 equals 83
64 plus 74 equals 138
100 times 87 equals 8700
41 times 83 equals 3403
80 times 42 equals 3360
49 times 33 equals 1617
74 times 81 equals 5994
37 plus 36 equals 73
45 times 87 equals 3915
75 minus 68 equals 7
92 minus 24 equals 68
31 times 45 equals 1395
85 divided by 38 equals 2.24
25 minus 71 equals -46
9 plus 37 equals 46
61 times 95 equals 5795
97 times 36 equals 3492
26 divided by 6 equals 4.33
66 minus 14 equals 52
18 minus 5 equals 13
2 minus 60 equals -58
46 plus 29 equals 75
17 plus 39 equals 56
41 plus 96 equals 137
24 minus 60 equals -36
53 divided by 60 equals 0.88
91 divided by 73 equals 1.25
26 plus 54 equals 80
31 times 51 equals 1581
43 divided by 79 equals 0.54
20 minus 13 equals 7
33 divided by 89 equals 0.37
76 times 68 equals 5168
6 plus 11 equals 17
95 plus 4 equals 99
65 minus 50 equals 15
98 minus 42 equals 56
48 minus 84 equals -36
62 divided by 39 equals 1.59
7 times 93 equals 651
78 plus 40 equals 118
62 plus 94 equals 156
25 minus 19 equals 6
76 divided by 47 equals 1.62
44 times 64 equals 2816
54 minus 8 equals 46
35 times 47 equals 1645
84 plus 14 equals 98
98 times 89 equals 8722
19 minus 96 equals -77
1 times 45 equals 45
91 divided by 20 equals 4.55
79 divided by 25 equals 3.16
93 divided by 94 equals 0.99
40 divided by 81 equals 0.49
71 divided by 35 equals 2.03
13 minus 12 equals 1
96 divided by 24 equals 4.0
79 minus 33 equals 46
58 plus 8 equals 66
42 plus 42 equals 84
92 minus 29 equals 63
73 plus 94 equals 167
99 minus 45 equals 54
44 plus 94 equals 138
97 minus 37 equals 60
6 times 54 equals 324
56 plus 36 equals 92
3 minus 60 equals -57
97 divided by 52 equals 1.87
40 plus 96 equals 136
81 plus 62 equals 143
43 times 67 equals 2881
98 divided by 52 equals 1.88
43 plus 73 equals 116
34 minus 56 equals -22
29 plus 72 equals 101
63 minus 18 equals 45
33 divided by 61 equals 0.54
53 times 100 equals 5300
96 minus 2 equals 94
74 minus 28 equals 46
4 minus 61 equals -57
97 plus 10 equals 107
98 minus 24 equals 74
77 minus 51 equals 26
36 minus 98 equals -62
71 times 48 equals 3408
87 divided by 41 equals 2.12
79 minus 57 equals 22
36 divided by 79 equals 0.46
1 minus 42 equals -41
98 divided by 12 equals 8.17
0 divided by 15 equals 0.0
71 times 1 equals 71
63 times 69 equals 4347
81 plus 72 equals 153
13 divided by 53 equals 0.25
63 divided by 62 equals 1.02
88 times 80 equals 7040
87 plus 74 equals 161
19 minus 14 equals 5
19 times 74 equals 1406
16 plus 7 equals 23
30 minus 94 equals -64
70 minus 90 equals -20
89 minus 24 equals 65
87 plus 52 equals 139
62 plus 70 equals 132
31 divided by 49 equals 0.63
58 minus 29 equals 29
86 divided by 83 equals 1.04
58 minus 17 equals 41
35 divided by 70 equals 0.5
60 times 46 equals 2760
78 minus 20 equals 58
27 divided by 16 equals 1.69
34 plus 42 equals 76
72 divided by 19 equals 3.79
62 divided by 53 equals 1.17
56 times 59 equals 3304
35 plus 54 equals 89
79 divided by 37 equals 2.14
27 divided by 63 equals 0.43
39 minus 48 equals -9
29 minus 91 equals -62
24 divided by 44 equals 0.55
19 minus 97 equals -78
53 divided by 62 equals 0.85
0 times 52 equals 0
39 divided by 72 equals 0.54
17 plus 84 equals 101
8 plus 22 equals 30
18 times 44 equals 792
64 times 9 equals 576
70 times 70 equals 4900
82 minus 30 equals 52
43 times 30 equals 1290
32 divided by 7 equals 4.57
51 plus 73 equals 124
7 times 65 equals 455
53 plus 23 equals 76
18 times 57 equals 1026
6 times 20 equals 120
52 minus 8 equals 44
97 times 47 equals 4559
2 divided by 70 equals 0.03
72 minus 37 equals 35
78 divided by 24 equals 3.25
2 times 71 equals 142
54 plus 96 equals 150
56 divided by 10 equals 5.6
0 divided by 17 equals 0.0
1 minus 38 equals -37
27 divided by 17 equals 1.59
31 plus 37 equals 68
12 divided by 42 equals 0.29
96 plus 85 equals 181
52 times 48 equals 2496
53 plus 51 equals 104
44 divided by 82 equals 0.54
75 times 84 equals 6300
21 times 98 equals 2058
94 plus 14 equals 108
66 minus 20 equals 46
67 minus 63 equals 4
43 times 89 equals 3827
64 times 36 equals 2304
93 divided by 77 equals 1.21
6 times 84 equals 504
48 minus 6 equals 42
60 minus 80 equals -20
74 plus 46 equals 120
29 minus 59 equals -30
74 plus 44 equals 118
11 times 78 equals 858
51 plus 100 equals 151
49 times 48 equals 2352
35 plus 4 equals 39
13 plus 100 equals 113
16 minus 12 equals 4
13 times 54 equals 702
46 plus 45 equals 91
78 plus 0 equals 78
4 minus 53 equals -49
26 times 25 equals 650
20 times 89 equals 1780
99 minus 59 equals 40
63 plus 4 equals 67
98 times 47 equals 4606
75 plus 46 equals 121
26 divided by 84 equals 0.31
68 times 64 equals 4352
27 divided by 93 equals 0.29
74 plus 93 equals 167
72 plus 82 equals 154
90 minus 74 equals 16
4 times 20 equals 80
96 divided by 25 equals 3.84
71 minus 83 equals -12
94 times 51 equals 4794
32 minus 71 equals -39
60 plus 66 equals 126
13 divided by 99 equals 0.13
63 plus 49 equals 112
96 minus 4 equals 92
92 divided by 88 equals 1.05
79 minus 39 equals 40
67 times 78 equals 5226
12 divided by 16 equals 0.75
3 plus 0 equals 3
4 times 39 equals 156
22 plus 94 equals 116
18 minus 73 equals -55
87 minus 91 equals -4
18 plus 69 equals 87
69 divided by 56 equals 1.23
26 plus 28 equals 54
56 plus 7 equals 63
5 minus 25 equals -20
40 plus 27 equals 67
91 divided by 99 equals 0.92
16 minus 16 equals 0
18 minus 81 equals -63
35 plus 68 equals 103
16 plus 55 equals 71
8 plus 4 equals 12
28 plus 56 equals 84
13 divided by 65 equals 0.2
26 divided by 35 equals 0.74
93 divided by 74 equals 1.26
18 divided by 75 equals 0.24
95 times 29 equals 2755
81 times 92 equals 7452
86 times 39 equals 3354
54 plus 48 equals 102
90 plus 88 equals 178
5 plus 79 equals 84
11 divided by 54 equals 0.2
91 divided by 20 equals 4.55
67 plus 40 equals 107
57 divided by 92 equals 0.62
66 divided by 100 equals 0.66
35 plus 79 equals 114
74 divided by 47 equals 1.57
30 divided by 20 equals 1.5
72 minus 84 equals -12
95 divided by 57 equals 1.67
52 plus 66 equals 118
100 plus 87 equals 187
46 plus 68 equals 114
38 divided by 14 equals 2.71
81 times 33 equals 2673
4 divided by 53 equals 0.08
85 divided by 13 equals 6.54
78 divided by 78 equals 1.0
30 minus 97 equals -67
88 plus 51 equals 139
72 divided by 26 equals 2.77
32 plus 12 equals 44
91 times 24 equals 2184
97 plus 95 equals 192
98 minus 73 equals 25
68 minus 58 equals 10
87 times 42 equals 3654
0 times 42 equals 0
49 plus 64 equals 113
39 plus 36 equals 75
25 times 58 equals 1450
41 times 30 equals 1230
73 plus 10 equals 83
93 divided by 92 equals 1.01
2 plus 37 equals 39
7 plus 68 equals 75
30 minus 38 equals -8
44 minus 35 equals 9
21 divided by 20 equals 1.05
81 divided by 37 equals 2.19
46 plus 32 equals 78
26 divided by 30 equals 0.87
97 plus 97 equals 194
23 plus 21 equals 44
36 plus 55 equals 91
91 divided by 69 equals 1.32
56 divided by 30 equals 1.87
84 plus 18 equals 102
36 minus 54 equals -18
11 divided by 27 equals 0.41
7 times 29 equals 203
18 divided by 3 equals 6.0
80 minus 1 equals 79
41 times 6 equals 246
7 minus 0 equals 7
89 times 84 equals 7476
22 times 42 equals 924
58 plus 11 equals 69
33 plus 89 equals 122
35 minus 93 equals -58
24 divided by 93 equals 0.26
0 divided by 78 equals 0.0
76 plus 64 equals 140
60 minus 75 equals -15
10 minus 28 equals -18
29 minus 42 equals -13
71 minus 57 equals 14
65 minus 68 equals -3
8 minus 9 equals -1
0 plus 82 equals 82
82 plus 81 equals 163
80 divided by 37 equals 2.16
82 times 7 equals 574
32 plus 54 equals 86
64 times 24 equals 1536
51 divided by 34 equals 1.5
15 times 76 equals 1140
96 times 92 equals 8832
66 divided by 86 equals 0.77
95 divided by 18 equals 5.28
88 divided by 20 equals 4.4
68 times 16 equals 1088
36 divided by 71 equals 0.51
48 minus 3 equals 45
43 minus 17 equals 26
83 plus 45 equals 128
74 minus 14 equals 60
65 divided by 21 equals 3.1
75 divided by 72 equals 1.04
75 divided by 75 equals 1.0
55 divided by 12 equals 4.58
60 divided by 57 equals 1.05
46 divided by 97 equals 0.47
9 minus 36 equals -27
82 minus 76 equals 6
20 plus 65 equals 85
46 times 79 equals 3634
17 plus 63 equals 80
21 times 7 equals 147
5 divided by 38 equals 0.13
13 divided by 98 equals 0.13
92 minus 90 equals 2
36 divided by 79 equals 0.46
14 plus 25 equals 39
46 times 0 equals 0
40 plus 52 equals 92
14 minus 54 equals -40
80 plus 44 equals 124
84 divided by 59 equals 1.42
14 minus 65 equals -51
80 minus 85 equals -5
8 minus 51 equals -43
7 divided by 59 equals 0.12
90 plus 4 equals 94
4 plus 97 equals 101
69 divided by 99 equals 0.7
50 plus 31 equals 81
85 plus 98 equals 183
18 divided by 79 equals 0.23
98 minus 43 equals 55
20 divided by 76 equals 0.26
6 divided by 75 equals 0.08
6 plus 16 equals 22
42 plus 2 equals 44
80 plus 44 equals 124
49 times 51 equals 2499
17 plus 25 equals 42
49 times 14 equals 686
4 divided by 3 equals 1.33
8 plus 74 equals 82
63 divided by 98 equals 0.64
66 times 59 equals 3894
17 times 63 equals 1071
7 divided by 87 equals 0.08
9 times 87 equals 783
71 divided by 97 equals 0.73
98 divided by 65 equals 1.51
11 divided by 53 equals 0.21
83 divided by 48 equals 1.73
68 plus 80 equals 148
90 plus 4 equals 94
7 plus 10 equals 17
75 plus 35 equals 110
97 times 52 equals 5044
7 minus 30 equals -23
49 minus 48 equals 1
74 plus 30 equals 104
62 divided by 73 equals 0.85
49 minus 16 equals 33
48 times 51 equals 2448
36 plus 5 equals 41
44 times 54 equals 2376
12 times 85 equals 1020
5 divided by 57 equals 0.09
26 plus 9 equals 35
3 plus 42 equals 45
29 minus 3 equals 26
1 divided by 78 equals 0.01
83 plus 55 equals 138
65 divided by 18 equals 3.61
72 times 77 equals 5544
34 plus 24 equals 58
11 minus 93 equals -82
7 plus 72 equals 79
80 minus 70 equals 10
78 plus 2 equals 80
0 minus 98 equals -98
91 divided by 34 equals 2.68
17 minus 67 equals -50
66 plus 18 equals 84
34 plus 88 equals 122
54 times 94 equals 5076
34 minus 41 equals -7
51 divided by 86 equals 0.59
77 plus 48 equals 125
43 times 49 equals 2107
46 times 18 equals 828
38 plus 77 equals 115
48 divided by 25 equals 1.92
14 minus 93 equals -79
92 plus 58 equals 150
41 plus 11 equals 52
18 plus 45 equals 63
21 plus 94 equals 115
51 plus 13 equals 64
65 times 69 equals 4485
6 minus 76 equals -70
74 plus 2 equals 76
51 times 56 equals 2856
52 minus 69 equals -17
36 plus 29 equals 65
73 minus 58 equals 15
30 divided by 83 equals 0.36
6 times 93 equals 558
99 plus 29 equals 128
89 minus 25 equals 64
93 times 13 equals 1209
11 minus 39 equals -28
9 divided by 93 equals 0.1
45 plus 65 equals 110
99 plus 70 equals 169
32 divided by 12 equals 2.67
41 divided by 98 equals 0.42
39 divided by 78 equals 0.5
59 divided by 84 equals 0.7
93 divided by 28 equals 3.32
60 divided by 15 equals 4.0
87 minus 5 equals 82
35 times 89 equals 3115
46 divided by 14 equals 3.29
23 divided by 60 equals 0.38
96 divided by 65 equals 1.48
84 divided by 96 equals 0.88
73 plus 48 equals 121
50 plus 43 equals 93
28 times 68 equals 1904
98 times 60 equals 5880
33 minus 24 equals 9
60 divided by 91 equals 0.66
89 divided by 82 equals 1.09
25 divided by 8 equals 3.12
68 divided by 93 equals 0.73
31 divided by 55 equals 0.56
93 plus 17 equals 110
39 plus 57 equals 96
24 minus 29 equals -5
34 minus 8 equals 26
90 plus 5 equals 95
26 plus 50 equals 76
32 plus 84 equals 116
8 times 54 equals 432
4 divided by 65 equals 0.06
27 divided by 11 equals 2.45
29 minus 30 equals -1
99 minus 40 equals 59
95 times 11 equals 1045
51 times 87 equals 4437
9 plus 69 equals 78
25 plus 40 equals 65
26 minus 96 equals -70
80 divided by 35 equals 2.29
5 plus 83 equals 88
15 divided by 13 equals 1.15
60 minus 18 equals 42
57 minus 52 equals 5
27 divided by 2 equals 13.5
69 divided by 73 equals 0.95
83 divided by 9 equals 9.22
26 minus 8 equals 18
35 times 56 equals 1960
2 divided by 41 equals 0.05
29 plus 96 equals 125
41 divided by 44 equals 0.93
74 divided by 80 equals 0.93
18 divided by 33 equals 0.55
34 minus 53 equals -19
50 plus 39 equals 89
2 divided by 30 equals 0.07
43 minus 97 equals -54
50 divided by 99 equals 0.51
32 divided by 11 equals 2.91
68 plus 78 equals 146
10 plus 91 equals 101
41 plus 74 equals 115
20 divided by 19 equals 1.05
82 plus 53 equals 135
0 plus 21 equals 21
61 divided by 37 equals 1.65
21 times 64 equals 1344
88 times 44 equals 3872
57 plus 24 equals 81
24 plus 6 equals 30
27 minus 92 equals -65
66 times 83 equals 5478
69 divided by 38 equals 1.82
76 plus 2 equals 78
52 minus 2 equals 50
50 divided by 54 equals 0.93
29 minus 29 equals 0
93 divided by 50 equals 1.86
72 divided by 85 equals 0.85
59 times 53 equals 3127
90 divided by 82 equals 1.1
35 divided by 26 equals 1.35
76 plus 54 equals 130
55 minus 56 equals -1
50 divided by 45 equals 1.11
46 plus 17 equals 63
62 divided by 58 equals 1.07
29 minus 13 equals 16
56 minus 96 equals -40
65 divided by 2 equals 32.5
17 divided by 21 equals 0.81
71 plus 47 equals 118
54 plus 32 equals 86
54 times 47 equals 2538
80 minus 64 equals 16
78 plus 4 equals 82
5 minus 94 equals -89
85 minus 63 equals 22
71 times 22 equals 1562
71 times 88 equals 6248
45 divided by 85 equals 0.53
7 plus 69 equals 76
0 divided by 79 equals 0.0
50 minus 83 equals -33
9 divided by 33 equals 0.27
74 plus 30 equals 104
43 plus 47 equals 90
52 minus 2 equals 50
12 divided by 85 equals 0.14
93 plus 27 equals 120
15 plus 39 equals 54
77 plus 88 equals 165
66 plus 65 equals 131
99 plus 65 equals 164
59 divided by 6 equals 9.83
10 times 27 equals 270
36 times 23 equals 828
88 divided by 63 equals 1.4
65 minus 44 equals 21
82 minus 99 equals -17
4 divided by 18 equals 0.22
4 times 38 equals 152
64 divided by 38 equals 1.68
0 times 50 equals 0
66 times 16 equals 1056
17 divided by 46 equals 0.37
11 times 85 equals 935
0 plus 18 equals 18
0 divided by 72 equals 0.0
30 times 75 equals 2250
61 times 59 equals 3599
31 plus 40 equals 71
7 plus 54 equals 61
63 times 4 equals 252
10 plus 46 equals 56
29 plus 23 equals 52
86 plus 93 equals 179
32 times 46 equals 1472
55 divided by 13 equals 4.23
12 times 54 equals 648
48 minus 69 equals -21
64 plus 53 equals 117
65 minus 17 equals 48
79 minus 57 equals 22
83 times 75 equals 6225
75 divided by 67 equals 1.12
75 divided by 24 equals 3.12
28 minus 26 equals 2
2 minus 46 equals -44
18 divided by 100 equals 0.18
93 divided by 17 equals 5.47
95 plus 48 equals 143
55 minus 37 equals 18
56 plus 92 equals 148
7 plus 65 equals 72
34 minus 69 equals -35
16 times 40 equals 640
2 times 19 equals 38
62 divided by 3 equals 20.67
18 divided by 61 equals 0.3
22 divided by 34 equals 0.65
85 minus 100 equals -15
98 times 23 equals 2254
56 divided by 25 equals 2.24
42 minus 68 equals -26
86 minus 39 equals 47
7 times 68 equals 476
56 plus 15 equals 71
68 times 81 equals 5508
46 minus 11 equals 35
44 plus 3 equals 47
25 times 82 equals 2050
51 minus 14 equals 37
12 minus 62 equals -50
97 times 57 equals 5529
2 plus 25 equals 27
72 divided by 41 equals 1.76
30 minus 79 equals -49
58 minus 15 equals 43
16 divided by 5 equals 3.2
30 times 35 equals 1050
15 plus 80 equals 95
50 minus 12 equals 38
70 times 24 equals 1680
85 times 61 equals 5185
97 minus 41 equals 56
99 divided by 90 equals 1.1
63 minus 99 equals -36
14 minus 61 equals -47
44 plus 79 equals 123
36 divided by 73 equals 0.49
36 plus 28 equals 64
71 plus 92 equals 163
39 plus 39 equals 78
72 minus 35 equals 37
11 divided by 82 equals 0.13
7 plus 13 equals 20
76 plus 50 equals 126
45 times 86 equals 3870
83 minus 18 equals 65
97 plus 4 equals 101
21 minus 10 equals 11
3 minus 60 equals -57
42 divided by 99 equals 0.42
64 divided by 42 equals 1.52
23 times 4 equals 92
98 minus 62 equals 36
52 plus 4 equals 56
15 plus 4 equals 19
30 divided by 33 equals 0.91
43 minus 100 equals -57
52 minus 51 equals 1
95 times 24 equals 2280
20 plus 97 equals 117
90 divided by 83 equals 1.08
21 plus 16 equals 37
61 plus 37 equals 98
32 minus 15 equals 17
89 plus 68 equals 157
96 times 53 equals 5088
89 times 78 equals 6942
94 plus 47 equals 141
76 divided by 27 equals 2.81
59 plus 70 equals 129
76 times 2 equals 152
51 plus 91 equals 142
72 plus 44 equals 116
82 times 23 equals 1886
18 times 87 equals 1566
49 divided by 78 equals 0.63
40 minus 6 equals 34
43 plus 2 equals 45
84 divided by 71 equals 1.18
33 times 4 equals 132
38 minus 0 equals 38
39 plus 11 equals 50
57 times 40 equals 2280
21 times 61 equals 1281
37 plus 77 equals 114
14 times 39 equals 546
55 divided by 28 equals 1.96
99 minus 82 equals 17
74 divided by 90 equals 0.82
18 plus 79 equals 97
87 plus 28 equals 115
34 plus 78 equals 112
75 minus 34 equals 41
86 minus 90 equals -4
60 plus 8 equals 68
58 divided by 28 equals 2.07
2 times 86 equals 172
53 plus 2 equals 55
71 plus 18 equals 89
17 times 77 equals 1309
37 divided by 51 equals 0.73
58 plus 37 equals 95
84 minus 28 equals 56
19 plus 76 equals 95
73 plus 38 equals 111
47 plus 94 equals 141
25 times 47 equals 1175
70 minus 94 equals -24
34 minus 71 equals -37
74 minus 50 equals 24
3 plus 2 equals 5
46 times 86 equals 3956
43 minus 45 equals -2
41 plus 18 equals 59
100 plus 23 equals 123
97 minus 2 equals 95
56 divided by 69 equals 0.81
19 minus 84 equals -65
18 minus 50 equals -32
9 times 78 equals 702
24 plus 21 equals 45
100 plus 34 equals 134
69 times 31 equals 2139
17 divided by 100 equals 0.17
99 minus 92 equals 7
67 divided by 98 equals 0.68
